Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""TC001/input number 2""), ""1000"")",Chrome 107.0.0.0,,,2022-11-15 14:15:53,2022-11-15 14:15:53,0.513s,PASSED
"doubleClick(findTestObject(""TC001/input number 3""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:15:53,2022-11-15 14:15:54,0.779s,PASSED
"sendKeys(findTestObject(""TC001/input number 3""), ""1000"")",Chrome 107.0.0.0,,,2022-11-15 14:15:54,2022-11-15 14:15:54,0.602s,PASSED
"doubleClick(findTestObject(""TC001/input number 4""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:15:54,2022-11-15 14:15:55,0.689s,PASSED
"sendKeys(findTestObject(""TC001/input number 4""), ""1000"")",Chrome 107.0.0.0,,,2022-11-15 14:15:55,2022-11-15 14:15:56,0.621s,PASSED
"click(findTestObject(""TC001/button_Input Shipping Plan_lcbm-MuiButtonBase-root lcbm-MuiIconButton-root""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:15:56,2022-11-15 14:15:56,0.726s,PASSED
"click(findTestObject(""TC001/button_AND_lcbm-MuiButtonBase-root lcbm-MuiButton-root lcbm-lcbm368 lcbm-MuiButton-text lcbm-lcbm383""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:15:56,2022-11-15 14:15:57,0.623s,PASSED
"click(findTestObject(""TC001/input__inboundPlanDate""))",Chrome 107.0.0.0,,,2022-11-15 14:15:57,2022-11-15 14:15:58,1.216s,PASSED
"click(findTestObject(""TC001/button date""))",Chrome 107.0.0.0,,,2022-11-15 14:15:58,2022-11-15 14:15:59,0.558s,PASSED
"click(findTestObject(""TC001/button date""))",Chrome 107.0.0.0,,,2022-11-15 14:15:59,2022-11-15 14:16:00,1.021s,PASSED
"click(findTestObject(""TC001/button date""))",Chrome 107.0.0.0,,,2022-11-15 14:16:00,2022-11-15 14:16:01,1.036s,PASSED
"click(findTestObject(""TC001/button date""))",Chrome 107.0.0.0,,,2022-11-15 14:16:01,2022-11-15 14:16:02,1.038s,PASSED
"click(findTestObject(""TC001/button_17""))",Chrome 107.0.0.0,,,2022-11-15 14:16:02,2022-11-15 14:16:03,1.127s,PASSED
"click(findTestObject(""TC001/button_Confirm""))",Chrome 107.0.0.0,,,2022-11-15 14:16:03,2022-11-15 14:16:04,1.015s,PASSED
"click(findTestObject(""TC001/input number 5""))",Chrome 107.0.0.0,,,2022-11-15 14:16:04,2022-11-15 14:16:05,0.719s,PASSED
"sendKeys(findTestObject(""TC001/input number 5""), ""1000"")",Chrome 107.0.0.0,,,2022-11-15 14:16:05,2022-11-15 14:16:05,0.491s,PASSED
"click(findTestObject(""TC001/input number 6""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:16:05,2022-11-15 14:16:06,0.548s,PASSED
"sendKeys(findTestObject(""TC001/input number 6""), ""1000"")",Chrome 107.0.0.0,,,2022-11-15 14:16:06,2022-11-15 14:16:06,0.427s,PASSED
"click(findTestObject(""TC001/button_Basic info (order summary)_lcbm-MuiButtonBase-root lcbm-MuiIconButton-root""))",Chrome 107.0.0.0,,,2022-11-15 14:16:06,2022-11-15 14:16:07,0.471s,PASSED
currentTime = util.generateTime.dateTimeGenerator(),Chrome 107.0.0.0,,,2022-11-15 14:16:07,2022-11-15 14:16:07,0.074s,PASSED
"util.copyToExcel.exel(currentTime, 1, 1)",Chrome 107.0.0.0,,,2022-11-15 14:16:07,2022-11-15 14:16:07,0.201s,PASSED
"setText(findTestObject(""TC001/input_Basic info (order summary)_orderRefNo""), currentTime)",Chrome 107.0.0.0,,,2022-11-15 14:16:07,2022-11-15 14:16:09,1.470s,PASSED
"click(findTestObject(""TC001/button_issue""))",Chrome 107.0.0.0,,,2022-11-15 14:16:09,2022-11-15 14:16:09,0.847s,PASSED
"click(findTestObject(""TC001/button_CONFIRM (1)""))",Chrome 107.0.0.0,,,2022-11-15 14:16:09,2022-11-15 14:16:10,0.606s,PASSED
"verifyElementVisible(findTestObject(""TC001/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-15 14:16:10,2022-11-15 14:16:12,1.868s,PASSED
,,,,,,,
Test Cases/TC002 - Run Combine Order Batch (Admin),Chrome 107.0.0.0,,,2022-11-15 14:16:12,2022-11-15 14:16:21,8.765s,PASSED
"navigateToUrl(""https://test.brivge.com/batch"")",Chrome 107.0.0.0,,,2022-11-15 14:16:12,2022-11-15 14:16:14,1.218s,PASSED
"click(findTestObject(""TC002/button_Combine Order""))",Chrome 107.0.0.0,,,2022-11-15 14:16:14,2022-11-15 14:16:19,5.730s,PASSED
"verifyElementVisible(findTestObject(""TC002/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-15 14:16:19,2022-11-15 14:16:21,1.224s,PASSED
,,,,,,,
Test Cases/TC003 - Confirm Supplier Order (Supplier),Chrome 107.0.0.0,,,2022-11-15 14:16:21,2022-11-15 14:17:01,39.957s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:16:21,2022-11-15 14:16:39,17.746s,PASSED
"click(findTestObject(""TC001/h6_Order""))",Chrome 107.0.0.0,,,2022-11-15 14:16:39,2022-11-15 14:16:40,0.942s,PASSED
"click(findTestObject(""TC003/li_SO Monitoring List""))",Chrome 107.0.0.0,,,2022-11-15 14:16:40,2022-11-15 14:16:43,2.767s,PASSED
"verifyElementVisible(findTestObject(""TC003/div_what can you do in SO monitoring""), OPTIONAL)",Chrome 107.0.0.0,,,2022-11-15 14:16:43,2022-11-15 14:16:44,1.526s,PASSED
"if (verifyElementVisible(findTestObject(""TC003/div_what can you do in SO monitoring""), OPTIONAL) == true)",Chrome 107.0.0.0,,,2022-11-15 14:16:44,2022-11-15 14:16:47,2.816s,PASSED
"setText(findTestObject(""TC003/input_SO Monitoring List Search""), supplContractNo)",Chrome 107.0.0.0,,,2022-11-15 14:16:47,2022-11-15 14:16:48,1.449s,PASSED
"click(findTestObject(""TC003/filter button""))",Chrome 107.0.0.0,,,2022-11-15 14:16:48,2022-11-15 14:16:49,0.479s,PASSED
"click(findTestObject(""TC003/input__statusList""))",Chrome 107.0.0.0,,,2022-11-15 14:16:49,2022-11-15 14:16:50,1.108s,PASSED
"click(findTestObject(""TC003/li_Received""))",Chrome 107.0.0.0,,,2022-11-15 14:16:50,2022-11-15 14:16:51,0.611s,PASSED
"click(findTestObject(""TC003/button_Search""))",Chrome 107.0.0.0,,,2022-11-15 14:16:51,2022-11-15 14:16:51,0.526s,PASSED
"click(findTestObject(""TC003/button detail""))",Chrome 107.0.0.0,,,2022-11-15 14:16:51,2022-11-15 14:16:52,1.121s,PASSED
"salesOrderNo = getAttribute(findTestObject(""TC003/Page_Brivge/input_Please input related basic information_orderNo""), ""value"")",Chrome 107.0.0.0,,,2022-11-15 14:16:52,2022-11-15 14:16:53,0.849s,PASSED
"buyer = getAttribute(findTestObject(""TC003/Page_Brivge/input_Please input related basic information_buyer""), ""value"")",Chrome 107.0.0.0,,,2022-11-15 14:16:53,2022-11-15 14:16:56,3.032s,PASSED
"receiver = getAttribute(findTestObject(""TC003/Page_Brivge/input_Please input related basic information_receiver""), ""value"")",Chrome 107.0.0.0,,,2022-11-15 14:16:56,2022-11-15 14:16:57,0.423s,PASSED
"util.copyToExcel.exel(salesOrderNo, 1, 2)",Chrome 107.0.0.0,,,2022-11-15 14:16:57,2022-11-15 14:16:57,0.068s,PASSED
"util.copyToExcel.exel(buyer, 1, 3)",Chrome 107.0.0.0,,,2022-11-15 14:16:57,2022-11-15 14:16:57,0.074s,PASSED
"util.copyToExcel.exel(receiver, 1, 4)",Chrome 107.0.0.0,,,2022-11-15 14:16:57,2022-11-15 14:16:57,0.122s,PASSED
"verifyElementAttributeValue(findTestObject(""TC003/input_Please input related basic information_status""), ""value"", ""Received"", 0)",Chrome 107.0.0.0,,,2022-11-15 14:16:57,2022-11-15 14:16:57,0.439s,PASSED
"y = getAttribute(findTestObject(""TC003/input_Please input related basic information_orderNo""), ""value"")",Chrome 107.0.0.0,,,2022-11-15 14:16:57,2022-11-15 14:16:58,0.429s,PASSED
"out.println(""sales order no: "" + y)",Chrome 107.0.0.0,,,2022-11-15 14:16:58,2022-11-15 14:16:58,0.016s,PASSED
"click(findTestObject(""TC003/button_Confirm""))",Chrome 107.0.0.0,,,2022-11-15 14:16:58,2022-11-15 14:16:58,0.571s,PASSED
"waitForElementVisible(findTestObject(""TC003/p_Are you sure to do Confirm(c0001)""), 0)",Chrome 107.0.0.0,,,2022-11-15 14:16:58,2022-11-15 14:16:59,0.500s,PASSED
"click(findTestObject(""TC003/button_CONFIRM (1)""))",Chrome 107.0.0.0,,,2022-11-15 14:16:59,2022-11-15 14:16:59,0.589s,PASSED
"verifyElementVisible(findTestObject(""TC003/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-15 14:16:59,2022-11-15 14:17:01,1.218s,PASSED
,,,,,,,
Test Cases/TC004 - Customer Change Order (Customer),Chrome 107.0.0.0,,,2022-11-15 14:17:01,2022-11-15 14:18:00,59.207s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameLuqman, ""password"":passwordLuqman, ""verification"":verificationLuqman, ""company"":vnttvn], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:17:01,2022-11-15 14:17:27,25.802s,PASSED
"click(findTestObject(""TC001/h6_Order""))",Chrome 107.0.0.0,,,2022-11-15 14:17:27,2022-11-15 14:17:32,4.753s,PASSED
"click(findTestObject(""delete order summary/li_Place ChangeCancel""))",Chrome 107.0.0.0,,,2022-11-15 14:17:32,2022-11-15 14:17:33,0.935s,PASSED
"focus(findTestObject(""delete order summary/input_Forecast Change_lcbm-MuiInputBase-input lcbm-MuiFilledInput-input lcbm-lcbm110 lcbm-MuiInputBase-inputAdornedEnd lcbm-MuiFilledInput-inputAdornedEnd""), STOP_ON_FAILURE)",Chrome 107.0.0.0,Contract Route No. generated from TC001,,2022-11-15 14:17:33,2022-11-15 14:17:34,0.909s,PASSED
"setText(findTestObject(""delete order summary/input_Forecast Change_lcbm-MuiInputBase-input lcbm-MuiFilledInput-input lcbm-lcbm110 lcbm-MuiInputBase-inputAdornedEnd lcbm-MuiFilledInput-inputAdornedEnd""), findTestData(""Toyotsu-data"").getValue(1, 2))",Chrome 107.0.0.0,Contract Route No. generated from TC001,,2022-11-15 14:17:34,2022-11-15 14:17:37,3.786s,PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-15 14:17:37,2022-11-15 14:17:39,2.015s,PASSED
"click(findTestObject(""TC004/create button""))",Chrome 107.0.0.0,,,2022-11-15 14:17:39,2022-11-15 14:17:40,1.093s,PASSED
"doubleClick(findTestObject(""TC004/input 1""))",Chrome 107.0.0.0,,,2022-11-15 14:17:40,2022-11-15 14:17:42,1.044s,PASSED
"sendKeys(findTestObject(""TC004/input 1""), ""1500"")",Chrome 107.0.0.0,,,2022-11-15 14:17:42,2022-11-15 14:17:43,1.960s,PASSED
"doubleClick(findTestObject(""TC004/input 2""))",Chrome 107.0.0.0,,,2022-11-15 14:17:43,2022-11-15 14:17:44,0.698s,PASSED
"sendKeys(findTestObject(""TC004/input 2""), ""1500"")",Chrome 107.0.0.0,,,2022-11-15 14:17:44,2022-11-15 14:17:45,0.796s,PASSED
"click(findTestObject(""TC004/button input shipping plan""))",Chrome 107.0.0.0,,,2022-11-15 14:17:45,2022-11-15 14:17:46,0.741s,PASSED
"click(findTestObject(""TC004/input__newInboundPlanDate""))",Chrome 107.0.0.0,,,2022-11-15 14:17:46,2022-11-15 14:17:47,1.034s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-15 14:17:47,2022-11-15 14:17:48,0.896s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-15 14:17:48,2022-11-15 14:17:49,1.174s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-15 14:17:49,2022-11-15 14:17:50,1.208s,PASSED
"click(findTestObject(""TC004/button_17""))",Chrome 107.0.0.0,,,2022-11-15 14:17:50,2022-11-15 14:17:51,1.093s,PASSED
"click(findTestObject(""TC004/button_Confirm input plan""))",Chrome 107.0.0.0,,,2022-11-15 14:17:51,2022-11-15 14:17:52,0.970s,PASSED
"doubleClick(findTestObject(""TC004/input 3""))",Chrome 107.0.0.0,,,2022-11-15 14:17:52,2022-11-15 14:17:53,0.798s,PASSED
"sendKeys(findTestObject(""TC004/input 3""), ""1500"")",Chrome 107.0.0.0,,,2022-11-15 14:17:53,2022-11-15 14:17:53,0.392s,PASSED
"doubleClick(findTestObject(""TC004/input 4""))",Chrome 107.0.0.0,,,2022-11-15 14:17:53,2022-11-15 14:17:54,0.636s,PASSED
"sendKeys(findTestObject(""TC004/input 4""), ""1500"")",Chrome 107.0.0.0,,,2022-11-15 14:17:54,2022-11-15 14:17:54,0.427s,PASSED
y = util.generateTime.dateTimeGenerator(),Chrome 107.0.0.0,,,2022-11-15 14:17:54,2022-11-15 14:17:54,0.002s,PASSED
"util.copyToExcel.exel(y, 1, 1)",Chrome 107.0.0.0,,,2022-11-15 14:17:54,2022-11-15 14:17:54,0.135s,PASSED
"doubleClick(findTestObject(""TC004/input_Basic info (order summary)_customerRefNo""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:17:54,2022-11-15 14:17:55,0.722s,PASSED
"sendKeys(findTestObject(""TC004/input_Basic info (order summary)_customerRefNo""), y)",Chrome 107.0.0.0,,,2022-11-15 14:17:55,2022-11-15 14:17:56,0.651s,PASSED
"click(findTestObject(""TC004/div_scroll""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:17:56,2022-11-15 14:17:56,0.531s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Chrome 107.0.0.0,,,2022-11-15 14:17:56,2022-11-15 14:17:57,0.539s,PASSED
"click(findTestObject(""TC004/button_issue""))",Chrome 107.0.0.0,,,2022-11-15 14:17:57,2022-11-15 14:17:57,0.490s,PASSED
"click(findTestObject(""TC004/button_CONFIRM""))",Chrome 107.0.0.0,,,2022-11-15 14:17:57,2022-11-15 14:17:58,0.609s,PASSED
"verifyElementPresent(findTestObject(""TC003/p_The operation was successful""), 0)",Chrome 107.0.0.0,,,2022-11-15 14:17:58,2022-11-15 14:18:00,1.761s,PASSED
,,,,,,,
Test Cases/TC005 - Approve Change Cancel Request (Supplier),Chrome 107.0.0.0,,,2022-11-15 14:18:00,2022-11-15 14:18:32,32.527s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:18:00,2022-11-15 14:18:17,16.761s,PASSED
"click(findTestObject(""TC005/h6_Order""))",Chrome 107.0.0.0,,,2022-11-15 14:18:17,2022-11-15 14:18:18,0.825s,PASSED
"click(findTestObject(""TC005/li_ChangeCancel Request List""))",Chrome 107.0.0.0,,,2022-11-15 14:18:18,2022-11-15 14:18:21,2.878s,PASSED
"if (verifyElementVisible(findTestObject(""TC005/h1_What can you do in Change or Cancel Request List"")) == true)",Chrome 107.0.0.0,,,2022-11-15 14:18:21,2022-11-15 14:18:24,3.481s,PASSED
"setText(findTestObject(""TC005/input Search""), findTestData(""Toyotsu-data"").getValue(1, 2))",Chrome 107.0.0.0,,,2022-11-15 14:18:24,2022-11-15 14:18:26,1.416s,PASSED
"click(findTestObject(""TC005/button filter""))",Chrome 107.0.0.0,,,2022-11-15 14:18:26,2022-11-15 14:18:26,0.729s,PASSED
"click(findTestObject(""TC005/input__requestStatusList""))",Chrome 107.0.0.0,,,2022-11-15 14:18:26,2022-11-15 14:18:27,0.963s,PASSED
"click(findTestObject(""TC005/li_New""))",Chrome 107.0.0.0,,,2022-11-15 14:18:27,2022-11-15 14:18:28,0.545s,PASSED
"click(findTestObject(""TC005/button_Search""))",Chrome 107.0.0.0,,,2022-11-15 14:18:28,2022-11-15 14:18:28,0.514s,PASSED
"click(findTestObject(""TC005/button detail""))",Chrome 107.0.0.0,,,2022-11-15 14:18:28,2022-11-15 14:18:30,1.189s,PASSED
"click(findTestObject(""TC005/button_Approve""))",Chrome 107.0.0.0,,,2022-11-15 14:18:30,2022-11-15 14:18:31,1.065s,PASSED
"verifyElementVisible(findTestObject(""TC005/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-15 14:18:31,2022-11-15 14:18:32,1.582s,PASSED
,,,,,,,
Test Cases/TC006 - Supplier Outbound Details (Supplier),Chrome 107.0.0.0,,,2022-11-15 14:18:32,2022-11-15 14:19:51,1m - 18.508s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:18:33,2022-11-15 14:18:49,16.317s,PASSED
"click(findTestObject(""TC006/Page_Brivge/h6_Logistics""))",Chrome 107.0.0.0,,,2022-11-15 14:18:49,2022-11-15 14:18:50,0.892s,PASSED
"click(findTestObject(""TC006/Page_Brivge/li_Outbound Monitoring List""))",Chrome 107.0.0.0,,,2022-11-15 14:18:50,2022-11-15 14:18:55,4.743s,PASSED
"click(findTestObject(""TC006/Page_Brivge/button create""))",Chrome 107.0.0.0,,,2022-11-15 14:18:55,2022-11-15 14:18:57,2.315s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_1 - input basic info""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:18:57,2022-11-15 14:19:20,23.409s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_2 - input container info""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:19:20,2022-11-15 14:19:28,7.486s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_3 - input outer package""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:19:28,2022-11-15 14:19:35,7.239s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_4 - input add parts""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-15 14:19:35,2022-11-15 14:19:43,7.888s,PASSED
"click(findTestObject(""TC006/TC006_4/click before scroll up""))",Chrome 107.0.0.0,,,2022-11-15 14:19:43,2022-11-15 14:19:44,0.596s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Chrome 107.0.0.0,,,2022-11-15 14:19:44,2022-11-15 14:19:44,0.519s,PASSED
"click(findTestObject(""TC006/TC006_4/button_Submit""))",Chrome 107.0.0.0,,,2022-11-15 14:19:44,2022-11-15 14:19:45,1.057s,PASSED
"click(findTestObject(""TC006/Page_Brivge/button_CONFIRM""))",Chrome 107.0.0.0,,,2022-11-15 14:19:45,2022-11-15 14:19:47,1.682s,PASSED
"verifyElementVisible(findTestObject(""TC006/Page_Brivge/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-15 14:19:47,2022-11-15 14:19:51,3.929s,PASSED
