Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""common/Login""), [""username"":usernameLuqman, ""password"":passwordLuqman, ""verification"":verificationLuqman, ""company"":sgttap], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:56:43,2022-11-16 18:57:07,24.358s,PASSED
"navigateToUrl(""https://test.brivge.com/batch"")",Chrome 107.0.0.0,,,2022-11-16 18:57:07,2022-11-16 18:57:08,1.026s,PASSED
"click(findTestObject(""TC002/button_Combine Order""))",Chrome 107.0.0.0,,,2022-11-16 18:57:08,2022-11-16 18:57:14,5.128s,PASSED
"verifyElementVisible(findTestObject(""TC002/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 18:57:14,2022-11-16 18:57:15,1.188s,PASSED
,,,,,,,
Test Cases/TC003 - Confirm Supplier Order (Supplier),Chrome 107.0.0.0,,,2022-11-16 18:57:15,2022-11-16 18:57:52,36.737s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:57:15,2022-11-16 18:57:31,15.345s,PASSED
"click(findTestObject(""TC001/h6_Order""))",Chrome 107.0.0.0,,,2022-11-16 18:57:31,2022-11-16 18:57:31,0.833s,PASSED
"click(findTestObject(""TC003/li_SO Monitoring List""))",Chrome 107.0.0.0,,,2022-11-16 18:57:31,2022-11-16 18:57:34,2.570s,PASSED
"verifyElementVisible(findTestObject(""TC003/div_what can you do in SO monitoring""), OPTIONAL)",Chrome 107.0.0.0,,,2022-11-16 18:57:34,2022-11-16 18:57:36,1.578s,PASSED
"if (verifyElementVisible(findTestObject(""TC003/div_what can you do in SO monitoring""), OPTIONAL) == true)",Chrome 107.0.0.0,,,2022-11-16 18:57:36,2022-11-16 18:57:39,3.039s,PASSED
"setText(findTestObject(""TC003/input_SO Monitoring List Search""), supplContractNo)",Chrome 107.0.0.0,,,2022-11-16 18:57:39,2022-11-16 18:57:40,1.210s,PASSED
"click(findTestObject(""TC003/filter button""))",Chrome 107.0.0.0,,,2022-11-16 18:57:40,2022-11-16 18:57:40,0.511s,PASSED
"click(findTestObject(""TC003/input__statusList""))",Chrome 107.0.0.0,,,2022-11-16 18:57:40,2022-11-16 18:57:41,0.666s,PASSED
"click(findTestObject(""TC003/li_Received""))",Chrome 107.0.0.0,,,2022-11-16 18:57:41,2022-11-16 18:57:42,0.537s,PASSED
"click(findTestObject(""TC003/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 18:57:42,2022-11-16 18:57:42,0.536s,PASSED
"click(findTestObject(""TC003/button detail""))",Chrome 107.0.0.0,,,2022-11-16 18:57:42,2022-11-16 18:57:43,1.012s,PASSED
"salesOrderNo = getAttribute(findTestObject(""TC003/Page_Brivge/input_Please input related basic information_orderNo""), ""value"")",Chrome 107.0.0.0,,,2022-11-16 18:57:43,2022-11-16 18:57:44,0.821s,PASSED
"buyer = getAttribute(findTestObject(""TC003/Page_Brivge/input_Please input related basic information_buyer""), ""value"")",Chrome 107.0.0.0,,,2022-11-16 18:57:44,2022-11-16 18:57:47,3.522s,PASSED
"receiver = getAttribute(findTestObject(""TC003/Page_Brivge/input_Please input related basic information_receiver""), ""value"")",Chrome 107.0.0.0,,,2022-11-16 18:57:47,2022-11-16 18:57:48,0.345s,PASSED
"util.copyToExcel.exel(salesOrderNo, 1, 2)",Chrome 107.0.0.0,,,2022-11-16 18:57:48,2022-11-16 18:57:48,0.063s,PASSED
"util.copyToExcel.exel(buyer, 1, 3)",Chrome 107.0.0.0,,,2022-11-16 18:57:48,2022-11-16 18:57:48,0.066s,PASSED
"util.copyToExcel.exel(receiver, 1, 4)",Chrome 107.0.0.0,,,2022-11-16 18:57:48,2022-11-16 18:57:48,0.059s,PASSED
"verifyElementAttributeValue(findTestObject(""TC003/input_Please input related basic information_status""), ""value"", ""Received"", 0)",Chrome 107.0.0.0,,,2022-11-16 18:57:48,2022-11-16 18:57:48,0.408s,PASSED
"y = getAttribute(findTestObject(""TC003/input_Please input related basic information_orderNo""), ""value"")",Chrome 107.0.0.0,,,2022-11-16 18:57:48,2022-11-16 18:57:49,0.440s,PASSED
"out.println(""sales order no: "" + y)",Chrome 107.0.0.0,,,2022-11-16 18:57:49,2022-11-16 18:57:49,0.019s,PASSED
"click(findTestObject(""TC003/button_Confirm""))",Chrome 107.0.0.0,,,2022-11-16 18:57:49,2022-11-16 18:57:49,0.492s,PASSED
"waitForElementVisible(findTestObject(""TC003/p_Are you sure to do Confirm(c0001)""), 0)",Chrome 107.0.0.0,,,2022-11-16 18:57:49,2022-11-16 18:57:50,0.503s,PASSED
"click(findTestObject(""TC003/button_CONFIRM (1)""))",Chrome 107.0.0.0,,,2022-11-16 18:57:50,2022-11-16 18:57:50,0.559s,PASSED
"verifyElementVisible(findTestObject(""TC003/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 18:57:50,2022-11-16 18:57:52,1.079s,PASSED
,,,,,,,
Test Cases/TC004 - Customer Change Order (Customer),Chrome 107.0.0.0,,,2022-11-16 18:57:52,2022-11-16 18:58:49,57.264s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameLuqman, ""password"":passwordLuqman, ""verification"":verificationLuqman, ""company"":vnttvn], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:57:52,2022-11-16 18:58:17,25.217s,PASSED
"click(findTestObject(""TC001/h6_Order""))",Chrome 107.0.0.0,,,2022-11-16 18:58:17,2022-11-16 18:58:22,4.437s,PASSED
"click(findTestObject(""delete order summary/li_Place ChangeCancel""))",Chrome 107.0.0.0,,,2022-11-16 18:58:22,2022-11-16 18:58:23,0.942s,PASSED
"focus(findTestObject(""delete order summary/input_Forecast Change""), STOP_ON_FAILURE)",Chrome 107.0.0.0,Contract Route No. generated from TC001,,2022-11-16 18:58:23,2022-11-16 18:58:23,0.877s,PASSED
"setText(findTestObject(""delete order summary/input_Forecast Change""), findTestData(""Toyotsu-data"").getValue(1, 2))",Chrome 107.0.0.0,Contract Route No. generated from TC001,,2022-11-16 18:58:23,2022-11-16 18:58:27,3.757s,PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-16 18:58:27,2022-11-16 18:58:29,2.029s,PASSED
"click(findTestObject(""TC004/create button""))",Chrome 107.0.0.0,,,2022-11-16 18:58:29,2022-11-16 18:58:30,0.907s,PASSED
"doubleClick(findTestObject(""TC004/input 1""))",Chrome 107.0.0.0,,,2022-11-16 18:58:30,2022-11-16 18:58:31,1.043s,PASSED
"sendKeys(findTestObject(""TC004/input 1""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 18:58:31,2022-11-16 18:58:33,2.095s,PASSED
"doubleClick(findTestObject(""TC004/input 2""))",Chrome 107.0.0.0,,,2022-11-16 18:58:33,2022-11-16 18:58:34,0.692s,PASSED
"sendKeys(findTestObject(""TC004/input 2""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 18:58:34,2022-11-16 18:58:34,0.432s,PASSED
"click(findTestObject(""TC004/button input shipping plan""))",Chrome 107.0.0.0,,,2022-11-16 18:58:34,2022-11-16 18:58:35,0.581s,PASSED
"click(findTestObject(""TC004/input__newInboundPlanDate""))",Chrome 107.0.0.0,,,2022-11-16 18:58:35,2022-11-16 18:58:36,0.611s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-16 18:58:36,2022-11-16 18:58:36,0.725s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-16 18:58:36,2022-11-16 18:58:38,1.260s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-16 18:58:38,2022-11-16 18:58:39,1.229s,PASSED
"click(findTestObject(""TC004/button_17""))",Chrome 107.0.0.0,,,2022-11-16 18:58:39,2022-11-16 18:58:40,1.171s,PASSED
"click(findTestObject(""TC004/button_Confirm input plan""))",Chrome 107.0.0.0,,,2022-11-16 18:58:40,2022-11-16 18:58:41,1.013s,PASSED
"doubleClick(findTestObject(""TC004/input 3""))",Chrome 107.0.0.0,,,2022-11-16 18:58:41,2022-11-16 18:58:42,0.806s,PASSED
"sendKeys(findTestObject(""TC004/input 3""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 18:58:42,2022-11-16 18:58:42,0.427s,PASSED
"doubleClick(findTestObject(""TC004/input 4""))",Chrome 107.0.0.0,,,2022-11-16 18:58:42,2022-11-16 18:58:43,0.758s,PASSED
"sendKeys(findTestObject(""TC004/input 4""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 18:58:43,2022-11-16 18:58:44,0.564s,PASSED
y = util.generateTime.dateTimeGenerator(),Chrome 107.0.0.0,,,2022-11-16 18:58:44,2022-11-16 18:58:44,0.002s,PASSED
"util.copyToExcel.exel(y, 1, 1)",Chrome 107.0.0.0,,,2022-11-16 18:58:44,2022-11-16 18:58:44,0.068s,PASSED
"doubleClick(findTestObject(""TC004/input_Basic info (order summary)_customerRefNo""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:58:44,2022-11-16 18:58:44,0.699s,PASSED
"sendKeys(findTestObject(""TC004/input_Basic info (order summary)_customerRefNo""), y)",Chrome 107.0.0.0,,,2022-11-16 18:58:44,2022-11-16 18:58:45,0.748s,PASSED
"click(findTestObject(""TC004/div_scroll""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:58:45,2022-11-16 18:58:45,0.473s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Chrome 107.0.0.0,,,2022-11-16 18:58:45,2022-11-16 18:58:46,0.500s,PASSED
"click(findTestObject(""TC004/button_issue""))",Chrome 107.0.0.0,,,2022-11-16 18:58:46,2022-11-16 18:58:47,0.531s,PASSED
"click(findTestObject(""TC004/button_CONFIRM""))",Chrome 107.0.0.0,,,2022-11-16 18:58:47,2022-11-16 18:58:47,0.573s,PASSED
"verifyElementPresent(findTestObject(""TC003/p_The operation was successful""), 0)",Chrome 107.0.0.0,,,2022-11-16 18:58:47,2022-11-16 18:58:49,1.701s,PASSED
,,,,,,,
Test Cases/TC005 - Approve Change Cancel Request (Supplier),Chrome 107.0.0.0,,,2022-11-16 18:58:49,2022-11-16 18:59:21,31.849s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:58:49,2022-11-16 18:59:06,16.688s,PASSED
"click(findTestObject(""TC005/h6_Order""))",Chrome 107.0.0.0,,,2022-11-16 18:59:06,2022-11-16 18:59:07,0.843s,PASSED
"click(findTestObject(""TC005/li_ChangeCancel Request List""))",Chrome 107.0.0.0,,,2022-11-16 18:59:07,2022-11-16 18:59:10,2.795s,PASSED
"if (verifyElementVisible(findTestObject(""TC005/h1_What can you do in Change or Cancel Request List"")) == true)",Chrome 107.0.0.0,,,2022-11-16 18:59:10,2022-11-16 18:59:13,3.383s,PASSED
"setText(findTestObject(""TC005/input Search""), findTestData(""Toyotsu-data"").getValue(1, 2))",Chrome 107.0.0.0,,,2022-11-16 18:59:13,2022-11-16 18:59:14,1.314s,PASSED
"click(findTestObject(""TC005/button filter""))",Chrome 107.0.0.0,,,2022-11-16 18:59:14,2022-11-16 18:59:15,0.548s,PASSED
"click(findTestObject(""TC005/input__requestStatusList""))",Chrome 107.0.0.0,,,2022-11-16 18:59:15,2022-11-16 18:59:16,1.046s,PASSED
"click(findTestObject(""TC005/li_New""))",Chrome 107.0.0.0,,,2022-11-16 18:59:16,2022-11-16 18:59:16,0.570s,PASSED
"click(findTestObject(""TC005/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 18:59:16,2022-11-16 18:59:17,0.558s,PASSED
"click(findTestObject(""TC005/button detail""))",Chrome 107.0.0.0,,,2022-11-16 18:59:17,2022-11-16 18:59:18,1.074s,PASSED
"click(findTestObject(""TC005/button_Approve""))",Chrome 107.0.0.0,,,2022-11-16 18:59:18,2022-11-16 18:59:19,0.844s,PASSED
"verifyElementVisible(findTestObject(""TC005/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 18:59:19,2022-11-16 18:59:21,1.700s,PASSED
,,,,,,,
Test Cases/TC006 - Supplier Outbound Details (Supplier),Chrome 107.0.0.0,,,2022-11-16 18:59:21,2022-11-16 19:00:36,1m - 14.907s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:59:21,2022-11-16 18:59:37,15.712s,PASSED
"click(findTestObject(""TC006/Page_Brivge/h6_Logistics""))",Chrome 107.0.0.0,,,2022-11-16 18:59:37,2022-11-16 18:59:38,0.826s,PASSED
"click(findTestObject(""TC006/Page_Brivge/li_Outbound Monitoring List""))",Chrome 107.0.0.0,,,2022-11-16 18:59:38,2022-11-16 18:59:40,2.768s,PASSED
"click(findTestObject(""TC006/Page_Brivge/button create""))",Chrome 107.0.0.0,,,2022-11-16 18:59:40,2022-11-16 18:59:42,2.068s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_1 - input basic info""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 18:59:42,2022-11-16 19:00:08,25.484s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_2 - input container info""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 19:00:08,2022-11-16 19:00:15,7.416s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_3 - input outer package""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 19:00:15,2022-11-16 19:00:22,7.023s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_4 - input add parts""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 19:00:22,2022-11-16 19:00:30,7.395s,PASSED
"click(findTestObject(""TC006/TC006_4/click before scroll up""))",Chrome 107.0.0.0,,,2022-11-16 19:00:30,2022-11-16 19:00:30,0.591s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Chrome 107.0.0.0,,,2022-11-16 19:00:30,2022-11-16 19:00:31,0.455s,PASSED
"click(findTestObject(""TC006/TC006_4/button_Submit""))",Chrome 107.0.0.0,,,2022-11-16 19:00:31,2022-11-16 19:00:32,0.976s,PASSED
"click(findTestObject(""TC006/Page_Brivge/button_CONFIRM""))",Chrome 107.0.0.0,,,2022-11-16 19:00:32,2022-11-16 19:00:33,1.073s,PASSED
"verifyElementVisible(findTestObject(""TC006/Page_Brivge/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 19:00:33,2022-11-16 19:00:36,2.678s,PASSED
,,,,,,,
Test Cases/TC007 - Supplier Approve Release Seller GI Invoice (Supplier),Chrome 107.0.0.0,,,2022-11-16 19:00:36,2022-11-16 19:01:13,37.093s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 19:00:36,2022-11-16 19:00:52,15.516s,PASSED
"click(findTestObject(""TC007/Page_Brivge/h6_Accounting""))",Chrome 107.0.0.0,,,2022-11-16 19:00:52,2022-11-16 19:00:52,0.825s,PASSED
"click(findTestObject(""TC007/Page_Brivge/li_Seller(GI) Invoice List""))",Chrome 107.0.0.0,,,2022-11-16 19:00:52,2022-11-16 19:00:55,2.745s,PASSED
"setText(findTestObject(""TC007/Page_Brivge/input_contract no list""), supplContractNo)",Chrome 107.0.0.0,"supplier contract no
",,2022-11-16 19:00:55,2022-11-16 19:01:00,4.958s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button filter""))",Chrome 107.0.0.0,,,2022-11-16 19:01:00,2022-11-16 19:01:01,0.501s,PASSED
"click(findTestObject(""TC007/Page_Brivge/input__statusList""))",Chrome 107.0.0.0,,,2022-11-16 19:01:01,2022-11-16 19:01:02,1.065s,PASSED
"click(findTestObject(""TC007/Page_Brivge/li_New""))",Chrome 107.0.0.0,,,2022-11-16 19:01:02,2022-11-16 19:01:02,0.586s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 19:01:02,2022-11-16 19:01:03,0.570s,PASSED
"y = getText(findTestObject(""TC007/Page_Brivge/div_invoice No""))",Chrome 107.0.0.0,,,2022-11-16 19:01:03,2022-11-16 19:01:03,0.677s,PASSED
"util.copyToExcel.exel(y, 1, 6)",Chrome 107.0.0.0,Save invoice no to desktop toyotsudata.xlsx,,2022-11-16 19:01:03,2022-11-16 19:01:04,0.047s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button approve""))",Chrome 107.0.0.0,,,2022-11-16 19:01:04,2022-11-16 19:01:04,0.493s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_CONFIRM""))",Chrome 107.0.0.0,Clicking confirm to approve GI Invoice,,2022-11-16 19:01:04,2022-11-16 19:01:05,0.574s,PASSED
"verifyElementVisible(findTestObject(""TC007/Page_Brivge/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 19:01:05,2022-11-16 19:01:05,0.736s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button filter""))",Chrome 107.0.0.0,,,2022-11-16 19:01:05,2022-11-16 19:01:06,0.440s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_clear""))",Chrome 107.0.0.0,,,2022-11-16 19:01:06,2022-11-16 19:01:07,1.087s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 19:01:07,2022-11-16 19:01:07,0.540s,PASSED
"verifyElementText(findTestObject(""TC007/Page_Brivge/div_Approved""), ""Approved"")",Chrome 107.0.0.0,,,2022-11-16 19:01:07,2022-11-16 19:01:08,0.640s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button release""))",Chrome 107.0.0.0,,,2022-11-16 19:01:08,2022-11-16 19:01:09,0.516s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_CONFIRM""))",Chrome 107.0.0.0,Clicking confirm to release GI Invoice,,2022-11-16 19:01:09,2022-11-16 19:01:10,1.087s,PASSED
"verifyElementVisible(findTestObject(""TC007/Page_Brivge/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 19:01:10,2022-11-16 19:01:10,0.782s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button filter""))",Chrome 107.0.0.0,,,2022-11-16 19:01:10,2022-11-16 19:01:11,0.565s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_clear""))",Chrome 107.0.0.0,,,2022-11-16 19:01:11,2022-11-16 19:01:11,0.515s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 19:01:11,2022-11-16 19:01:12,0.514s,PASSED
"verifyElementText(findTestObject(""TC007/Page_Brivge/div_Released""), ""Released"")",Chrome 107.0.0.0,,,2022-11-16 19:01:12,2022-11-16 19:01:13,0.666s,PASSED
,,,,,,,
Test Cases/TC008 - Auto Generate Buyer GR Invoice (BU),Chrome 107.0.0.0,,,2022-11-16 19:01:13,2022-11-16 19:01:48,35.395s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameLuqman, ""password"":passwordLuqman, ""verification"":verificationLuqman, ""company"":sgttap], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 19:01:13,2022-11-16 19:01:36,23.309s,PASSED
"click(findTestObject(""TC007/Page_Brivge/h6_Accounting""))",Chrome 107.0.0.0,,,2022-11-16 19:01:36,2022-11-16 19:01:37,0.649s,PASSED
"click(findTestObject(""TC008/Page_Brivge/li_Buyer(GR) Invoice List""))",Chrome 107.0.0.0,,,2022-11-16 19:01:37,2022-11-16 19:01:38,1.330s,PASSED
"setText(findTestObject(""TC008/Page_Brivge/input_Buyer(GR) Invoice List""), findTestData(""Toyotsu-data"").getValue(7, 2))",Chrome 107.0.0.0,,,2022-11-16 19:01:38,2022-11-16 19:01:40,1.727s,PASSED
"verifyElementText(findTestObject(""TC008/Page_Brivge/div_Released""), ""Released"")",Chrome 107.0.0.0,,,2022-11-16 19:01:40,2022-11-16 19:01:43,2.528s,PASSED
takeScreenshot(),Chrome 107.0.0.0,,,2022-11-16 19:01:43,2022-11-16 19:01:43,0.555s,PASSED
"click(findTestObject(""TC008/Page_Brivge/button view""))",Chrome 107.0.0.0,,,2022-11-16 19:01:43,2022-11-16 19:01:44,0.867s,PASSED
"verifyElementVisible(findTestObject(""TC008/Page_Brivge/h3_Buyer(GR) Invoice Detail""))",Chrome 107.0.0.0,,,2022-11-16 19:01:44,2022-11-16 19:01:45,0.838s,PASSED
