Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"receiver = getAttribute(findTestObject(""TC003/Page_Brivge/input_Please input related basic information_receiver""), ""value"")",Chrome 107.0.0.0,,,2022-11-16 13:46:58,2022-11-16 13:46:58,0.482s,PASSED
"util.copyToExcel.exel(salesOrderNo, 1, 2)",Chrome 107.0.0.0,,,2022-11-16 13:46:58,2022-11-16 13:46:58,0.095s,PASSED
"util.copyToExcel.exel(buyer, 1, 3)",Chrome 107.0.0.0,,,2022-11-16 13:46:58,2022-11-16 13:46:59,0.102s,PASSED
"util.copyToExcel.exel(receiver, 1, 4)",Chrome 107.0.0.0,,,2022-11-16 13:46:59,2022-11-16 13:46:59,0.094s,PASSED
"verifyElementAttributeValue(findTestObject(""TC003/input_Please input related basic information_status""), ""value"", ""Received"", 0)",Chrome 107.0.0.0,,,2022-11-16 13:46:59,2022-11-16 13:46:59,0.449s,PASSED
"y = getAttribute(findTestObject(""TC003/input_Please input related basic information_orderNo""), ""value"")",Chrome 107.0.0.0,,,2022-11-16 13:46:59,2022-11-16 13:46:59,0.429s,PASSED
"out.println(""sales order no: "" + y)",Chrome 107.0.0.0,,,2022-11-16 13:46:59,2022-11-16 13:47:00,0.026s,PASSED
"click(findTestObject(""TC003/button_Confirm""))",Chrome 107.0.0.0,,,2022-11-16 13:47:00,2022-11-16 13:47:00,0.585s,PASSED
"waitForElementVisible(findTestObject(""TC003/p_Are you sure to do Confirm(c0001)""), 0)",Chrome 107.0.0.0,,,2022-11-16 13:47:00,2022-11-16 13:47:01,0.450s,PASSED
"click(findTestObject(""TC003/button_CONFIRM (1)""))",Chrome 107.0.0.0,,,2022-11-16 13:47:01,2022-11-16 13:47:01,0.579s,PASSED
"verifyElementVisible(findTestObject(""TC003/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 13:47:01,2022-11-16 13:47:02,1.115s,PASSED
,,,,,,,
Test Cases/TC004 - Customer Change Order (Customer),Chrome 107.0.0.0,,,2022-11-16 13:47:02,2022-11-16 13:48:16,1m - 13.986s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameLuqman, ""password"":passwordLuqman, ""verification"":verificationLuqman, ""company"":vnttvn], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:47:03,2022-11-16 13:47:31,27.782s,PASSED
"click(findTestObject(""TC001/h6_Order""))",Chrome 107.0.0.0,,,2022-11-16 13:47:31,2022-11-16 13:47:36,5.065s,PASSED
"click(findTestObject(""delete order summary/li_Place ChangeCancel""))",Chrome 107.0.0.0,,,2022-11-16 13:47:36,2022-11-16 13:47:37,1.072s,PASSED
"focus(findTestObject(""delete order summary/input_Forecast Change_lcbm-MuiInputBase-input lcbm-MuiFilledInput-input lcbm-lcbm110 lcbm-MuiInputBase-inputAdornedEnd lcbm-MuiFilledInput-inputAdornedEnd""), STOP_ON_FAILURE)",Chrome 107.0.0.0,Contract Route No. generated from TC001,,2022-11-16 13:47:37,2022-11-16 13:47:38,1.080s,PASSED
"setText(findTestObject(""delete order summary/input_Forecast Change_lcbm-MuiInputBase-input lcbm-MuiFilledInput-input lcbm-lcbm110 lcbm-MuiInputBase-inputAdornedEnd lcbm-MuiFilledInput-inputAdornedEnd""), findTestData(""Toyotsu-data"").getValue(1, 2))",Chrome 107.0.0.0,Contract Route No. generated from TC001,,2022-11-16 13:47:38,2022-11-16 13:47:41,3.685s,PASSED
delay(2),Chrome 107.0.0.0,,,2022-11-16 13:47:41,2022-11-16 13:47:43,2.019s,PASSED
"click(findTestObject(""TC004/create button""))",Chrome 107.0.0.0,,,2022-11-16 13:47:43,2022-11-16 13:47:45,1.117s,PASSED
"doubleClick(findTestObject(""TC004/input 1""))",Chrome 107.0.0.0,,,2022-11-16 13:47:45,2022-11-16 13:47:46,1.027s,PASSED
"sendKeys(findTestObject(""TC004/input 1""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 13:47:46,2022-11-16 13:47:48,2.072s,PASSED
"doubleClick(findTestObject(""TC004/input 2""))",Chrome 107.0.0.0,,,2022-11-16 13:47:48,2022-11-16 13:47:49,1.069s,PASSED
"sendKeys(findTestObject(""TC004/input 2""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 13:47:49,2022-11-16 13:47:49,0.524s,PASSED
"click(findTestObject(""TC004/button input shipping plan""))",Chrome 107.0.0.0,,,2022-11-16 13:47:49,2022-11-16 13:47:50,0.736s,PASSED
"click(findTestObject(""TC004/input__newInboundPlanDate""))",Chrome 107.0.0.0,,,2022-11-16 13:47:50,2022-11-16 13:47:51,0.618s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-16 13:47:51,2022-11-16 13:47:51,0.731s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-16 13:47:51,2022-11-16 13:47:53,1.414s,PASSED
"doubleClick(findTestObject(""TC004/button next calendar""))",Chrome 107.0.0.0,,,2022-11-16 13:47:53,2022-11-16 13:47:54,1.210s,PASSED
"click(findTestObject(""TC004/button_17""))",Chrome 107.0.0.0,,,2022-11-16 13:47:54,2022-11-16 13:47:55,1.206s,PASSED
"click(findTestObject(""TC004/button_Confirm input plan""))",Chrome 107.0.0.0,,,2022-11-16 13:47:55,2022-11-16 13:47:56,1.006s,PASSED
"doubleClick(findTestObject(""TC004/input 3""))",Chrome 107.0.0.0,,,2022-11-16 13:47:56,2022-11-16 13:47:57,0.865s,PASSED
"sendKeys(findTestObject(""TC004/input 3""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 13:47:57,2022-11-16 13:47:58,0.546s,PASSED
"doubleClick(findTestObject(""TC004/input 4""))",Chrome 107.0.0.0,,,2022-11-16 13:47:58,2022-11-16 13:47:58,0.714s,PASSED
"sendKeys(findTestObject(""TC004/input 4""), ""1500"")",Chrome 107.0.0.0,,,2022-11-16 13:47:58,2022-11-16 13:47:59,0.545s,PASSED
y = util.generateTime.dateTimeGenerator(),Chrome 107.0.0.0,,,2022-11-16 13:47:59,2022-11-16 13:47:59,0.001s,PASSED
"util.copyToExcel.exel(y, 1, 1)",Chrome 107.0.0.0,,,2022-11-16 13:47:59,2022-11-16 13:47:59,0.078s,PASSED
"doubleClick(findTestObject(""TC004/input_Basic info (order summary)_customerRefNo""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:47:59,2022-11-16 13:48:00,0.819s,PASSED
"sendKeys(findTestObject(""TC004/input_Basic info (order summary)_customerRefNo""), y)",Chrome 107.0.0.0,,,2022-11-16 13:48:00,2022-11-16 13:48:00,0.713s,PASSED
"click(findTestObject(""TC004/div_scroll""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:48:00,2022-11-16 13:48:01,0.547s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Chrome 107.0.0.0,,,2022-11-16 13:48:01,2022-11-16 13:48:02,0.538s,PASSED
"click(findTestObject(""TC004/button_issue""))",Chrome 107.0.0.0,,,2022-11-16 13:48:02,2022-11-16 13:48:14,12.163s,PASSED
"click(findTestObject(""TC004/button_CONFIRM""))",Chrome 107.0.0.0,,,2022-11-16 13:48:14,2022-11-16 13:48:14,0.527s,PASSED
"verifyElementPresent(findTestObject(""TC003/p_The operation was successful""), 0)",Chrome 107.0.0.0,,,2022-11-16 13:48:14,2022-11-16 13:48:16,1.985s,PASSED
,,,,,,,
Test Cases/TC005 - Approve Change Cancel Request (Supplier),Chrome 107.0.0.0,,,2022-11-16 13:48:16,2022-11-16 13:48:54,37.584s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:48:17,2022-11-16 13:48:36,19.225s,PASSED
"click(findTestObject(""TC005/h6_Order""))",Chrome 107.0.0.0,,,2022-11-16 13:48:36,2022-11-16 13:48:37,0.995s,PASSED
"click(findTestObject(""TC005/li_ChangeCancel Request List""))",Chrome 107.0.0.0,,,2022-11-16 13:48:37,2022-11-16 13:48:40,2.448s,PASSED
"if (verifyElementVisible(findTestObject(""TC005/h1_What can you do in Change or Cancel Request List"")) == true)",Chrome 107.0.0.0,,,2022-11-16 13:48:40,2022-11-16 13:48:44,4.072s,PASSED
"setText(findTestObject(""TC005/input Search""), findTestData(""Toyotsu-data"").getValue(1, 2))",Chrome 107.0.0.0,,,2022-11-16 13:48:44,2022-11-16 13:48:46,1.882s,PASSED
"click(findTestObject(""TC005/button filter""))",Chrome 107.0.0.0,,,2022-11-16 13:48:46,2022-11-16 13:48:46,0.700s,PASSED
"click(findTestObject(""TC005/input__requestStatusList""))",Chrome 107.0.0.0,,,2022-11-16 13:48:46,2022-11-16 13:48:47,1.032s,PASSED
"click(findTestObject(""TC005/li_New""))",Chrome 107.0.0.0,,,2022-11-16 13:48:47,2022-11-16 13:48:48,0.619s,PASSED
"click(findTestObject(""TC005/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 13:48:48,2022-11-16 13:48:49,0.690s,PASSED
"click(findTestObject(""TC005/button detail""))",Chrome 107.0.0.0,,,2022-11-16 13:48:49,2022-11-16 13:48:51,1.846s,PASSED
"click(findTestObject(""TC005/button_Approve""))",Chrome 107.0.0.0,,,2022-11-16 13:48:51,2022-11-16 13:48:53,2.178s,PASSED
"verifyElementVisible(findTestObject(""TC005/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 13:48:53,2022-11-16 13:48:54,1.150s,PASSED
,,,,,,,
Test Cases/TC006 - Supplier Outbound Details (Supplier),Chrome 107.0.0.0,,,2022-11-16 13:48:54,2022-11-16 13:50:17,1m - 22.800s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:48:54,2022-11-16 13:49:13,18.583s,PASSED
"click(findTestObject(""TC006/Page_Brivge/h6_Logistics""))",Chrome 107.0.0.0,,,2022-11-16 13:49:13,2022-11-16 13:49:14,0.834s,PASSED
"click(findTestObject(""TC006/Page_Brivge/li_Outbound Monitoring List""))",Chrome 107.0.0.0,,,2022-11-16 13:49:14,2022-11-16 13:49:17,2.915s,PASSED
"click(findTestObject(""TC006/Page_Brivge/button create""))",Chrome 107.0.0.0,,,2022-11-16 13:49:17,2022-11-16 13:49:19,2.395s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_1 - input basic info""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:49:19,2022-11-16 13:49:45,25.519s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_2 - input container info""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:49:45,2022-11-16 13:49:53,8.167s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_3 - input outer package""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:49:53,2022-11-16 13:50:01,8.244s,PASSED
"callTestCase(findTestCase(""common/Long Form/6_4 - input add parts""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:50:01,2022-11-16 13:50:09,8.279s,PASSED
"click(findTestObject(""TC006/TC006_4/click before scroll up""))",Chrome 107.0.0.0,,,2022-11-16 13:50:09,2022-11-16 13:50:11,1.688s,PASSED
"sendKeys(findTestObject(null), Keys.chord(HOME))",Chrome 107.0.0.0,,,2022-11-16 13:50:11,2022-11-16 13:50:12,0.518s,PASSED
"click(findTestObject(""TC006/TC006_4/button_Submit""))",Chrome 107.0.0.0,,,2022-11-16 13:50:12,2022-11-16 13:50:13,1.068s,PASSED
"click(findTestObject(""TC006/Page_Brivge/button_CONFIRM""))",Chrome 107.0.0.0,,,2022-11-16 13:50:13,2022-11-16 13:50:14,1.081s,PASSED
"verifyElementVisible(findTestObject(""TC006/Page_Brivge/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 13:50:14,2022-11-16 13:50:17,2.974s,PASSED
,,,,,,,
Test Cases/TC007 - Supplier Approve Release Seller GI Invoice (Supplier),Chrome 107.0.0.0,,,2022-11-16 13:50:17,2022-11-16 13:50:58,41.412s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameAzwan, ""password"":passwordAzwan, ""verification"":verificationAzwan, ""company"":sgbafco], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:50:17,2022-11-16 13:50:36,18.532s,PASSED
"click(findTestObject(""TC007/Page_Brivge/h6_Accounting""))",Chrome 107.0.0.0,,,2022-11-16 13:50:36,2022-11-16 13:50:37,0.980s,PASSED
"click(findTestObject(""TC007/Page_Brivge/li_Seller(GI) Invoice List""))",Chrome 107.0.0.0,,,2022-11-16 13:50:37,2022-11-16 13:50:39,2.470s,PASSED
"setText(findTestObject(""TC007/Page_Brivge/input_contract no list""), supplContractNo)",Chrome 107.0.0.0,"supplier contract no
",,2022-11-16 13:50:39,2022-11-16 13:50:44,5.046s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button filter""))",Chrome 107.0.0.0,,,2022-11-16 13:50:44,2022-11-16 13:50:45,0.573s,PASSED
"click(findTestObject(""TC007/Page_Brivge/input__statusList""))",Chrome 107.0.0.0,,,2022-11-16 13:50:45,2022-11-16 13:50:46,1.026s,PASSED
"click(findTestObject(""TC007/Page_Brivge/li_New""))",Chrome 107.0.0.0,,,2022-11-16 13:50:46,2022-11-16 13:50:47,0.574s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 13:50:47,2022-11-16 13:50:47,0.613s,PASSED
"y = getText(findTestObject(""TC007/Page_Brivge/div_invoice No""))",Chrome 107.0.0.0,,,2022-11-16 13:50:47,2022-11-16 13:50:48,0.722s,PASSED
"util.copyToExcel.exel(y, 1, 6)",Chrome 107.0.0.0,Save invoice no to desktop toyotsudata.xlsx,,2022-11-16 13:50:48,2022-11-16 13:50:48,0.076s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button approve""))",Chrome 107.0.0.0,,,2022-11-16 13:50:48,2022-11-16 13:50:49,0.753s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_CONFIRM""))",Chrome 107.0.0.0,Clicking confirm to approve GI Invoice,,2022-11-16 13:50:49,2022-11-16 13:50:49,0.698s,PASSED
"verifyElementVisible(findTestObject(""TC007/Page_Brivge/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 13:50:49,2022-11-16 13:50:50,0.894s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button filter""))",Chrome 107.0.0.0,,,2022-11-16 13:50:50,2022-11-16 13:50:51,0.498s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_clear""))",Chrome 107.0.0.0,,,2022-11-16 13:50:51,2022-11-16 13:50:52,1.093s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 13:50:52,2022-11-16 13:50:52,0.598s,PASSED
"verifyElementText(findTestObject(""TC007/Page_Brivge/div_Approved""), ""Approved"")",Chrome 107.0.0.0,,,2022-11-16 13:50:52,2022-11-16 13:50:53,0.704s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button release""))",Chrome 107.0.0.0,,,2022-11-16 13:50:53,2022-11-16 13:50:54,0.540s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_CONFIRM""))",Chrome 107.0.0.0,Clicking confirm to release GI Invoice,,2022-11-16 13:50:54,2022-11-16 13:50:54,0.682s,PASSED
"verifyElementVisible(findTestObject(""TC007/Page_Brivge/p_The operation was successful""))",Chrome 107.0.0.0,,,2022-11-16 13:50:54,2022-11-16 13:50:55,0.864s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button filter""))",Chrome 107.0.0.0,,,2022-11-16 13:50:55,2022-11-16 13:50:56,0.544s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_clear""))",Chrome 107.0.0.0,,,2022-11-16 13:50:56,2022-11-16 13:50:57,1.033s,PASSED
"click(findTestObject(""TC007/Page_Brivge/button_Search""))",Chrome 107.0.0.0,,,2022-11-16 13:50:57,2022-11-16 13:50:57,0.562s,PASSED
"verifyElementText(findTestObject(""TC007/Page_Brivge/div_Released""), ""Released"")",Chrome 107.0.0.0,,,2022-11-16 13:50:57,2022-11-16 13:50:58,0.675s,PASSED
,,,,,,,
Test Cases/TC008 - Auto Generate Buyer GR Invoice (BU),Chrome 107.0.0.0,,,2022-11-16 13:50:58,2022-11-16 13:51:40,41.824s,PASSED
"callTestCase(findTestCase(""common/Login""), [""username"":usernameLuqman, ""password"":passwordLuqman, ""verification"":verificationLuqman, ""company"":sgttap], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-16 13:50:59,2022-11-16 13:51:25,26.626s,PASSED
"click(findTestObject(""TC007/Page_Brivge/h6_Accounting""))",Chrome 107.0.0.0,,,2022-11-16 13:51:25,2022-11-16 13:51:26,0.846s,PASSED
"click(findTestObject(""TC008/Page_Brivge/li_Buyer(GR) Invoice List""))",Chrome 107.0.0.0,,,2022-11-16 13:51:26,2022-11-16 13:51:28,1.717s,PASSED
"setText(findTestObject(""TC008/Page_Brivge/input_Buyer(GR) Invoice List""), findTestData(""Toyotsu-data"").getValue(7, 2))",Chrome 107.0.0.0,,,2022-11-16 13:51:28,2022-11-16 13:51:32,4.207s,PASSED
"verifyElementText(findTestObject(""TC008/Page_Brivge/div_Released""), ""Released"")",Chrome 107.0.0.0,,,2022-11-16 13:51:32,2022-11-16 13:51:32,0.447s,PASSED
takeScreenshot(),Chrome 107.0.0.0,,,2022-11-16 13:51:32,2022-11-16 13:51:33,0.732s,PASSED
